LOC_Os03g41060.1	8-79
LOC_Os02g26600.1	129-182
LOC_Os02g26600.1	228-245
LOC_Os02g26600.1	154-267
LOC_Os02g26600.1	271-294
LOC_Os04g42444.2	1-21
LOC_Os04g42444.2	38-61
LOC_Os04g42444.2	58-84
LOC_Os04g42444.2	134-163
LOC_Os10g03930.1	85-108
LOC_Os10g03930.1	105-254
LOC_Os10g03930.1	307-336
LOC_Os10g03930.1	267-419
LOC_Os10g03930.1	420-446
LOC_Os01g59120.1	57-122
LOC_Os01g59120.1	119-265
LOC_Os02g42640.1	19-51
LOC_Os05g38219.1	101-145
LOC_Os05g38219.1	194-253
LOC_Os05g38219.1	264-290
LOC_Os05g38219.1	142-303
LOC_Os05g38219.1	269-322
LOC_Os05g25260.1	106-189
LOC_Os05g25260.1	158-208
LOC_Os05g25260.1	75-215
LOC_Os05g25260.1	273-299
LOC_Os05g25260.1	296-319
LOC_Os05g25260.1	329-370
LOC_Os05g25260.1	377-409
LOC_Os05g25260.1	244-432
LOC_Os05g38219.2	101-145
LOC_Os05g38219.2	194-253
LOC_Os05g38219.2	264-290
LOC_Os05g38219.2	142-303
LOC_Os05g38219.2	269-322
LOC_Os04g35560.2	76-315
LOC_Os04g35560.2	83-367
LOC_Os04g35560.2	219-404
LOC_Os04g35560.2	383-442
LOC_Os04g35560.2	444-530
LOC_Os04g35560.2	452-571
LOC_Os04g35560.2	364-582
LOC_Os04g35560.2	579-626
LOC_Os04g35560.2	627-653
LOC_Os04g35560.2	681-707
LOC_Os04g35560.2	607-726
LOC_Os04g35560.2	738-854
LOC_Os04g35560.2	787-867
LOC_Os04g35560.2	770-883
LOC_Os04g35560.2	883-909
LOC_Os04g35560.2	947-967
LOC_Os04g35560.2	939-977
LOC_Os04g35560.2	931-990
LOC_Os05g42330.1	33-116
LOC_Os05g42330.2	33-116
LOC_Os11g14440.1	49-180
LOC_Os11g14440.1	155-196
LOC_Os11g14440.1	6-275
LOC_Os11g14440.1	241-315
LOC_Os11g14440.1	322-402
LOC_Os08g10020.1	24-110
LOC_Os08g10020.1	29-175
LOC_Os08g10020.1	73-198
LOC_Os08g10020.2	24-110
LOC_Os08g10020.2	29-175
LOC_Os08g10020.2	73-198
LOC_Os08g10020.3	24-110
LOC_Os08g10020.3	29-175
LOC_Os08g10020.3	73-198
LOC_Os01g25386.1	153-173
LOC_Os05g12640.1	1-33
LOC_Os05g12640.2	1-33
LOC_Os10g30600.1	112-135
LOC_Os02g05480.1	48-119
LOC_Os05g12640.3	85-108
LOC_Os05g12640.3	133-159
LOC_Os05g12640.3	69-167
LOC_Os05g12640.3	180-212
LOC_Os05g12640.3	209-265
LOC_Os05g12640.3	250-282
LOC_Os05g12640.3	283-339
LOC_Os05g12640.3	293-358
LOC_Os10g30600.2	97-120
LOC_Os10g30600.2	124-147
LOC_Os10g30600.2	151-168
LOC_Os10g30600.2	135-176
LOC_Os02g05480.2	48-119
LOC_Os05g12640.4	1-33
LOC_Os03g12250.1	7-36
LOC_Os03g12250.1	54-83
LOC_Os03g12250.1	125-160
LOC_Os04g45160.1	35-67
LOC_Os04g45160.1	27-107
LOC_Os04g45160.1	70-120
LOC_Os04g45160.1	154-498
LOC_Os04g45160.1	577-594
LOC_Os03g19890.1	65-136
LOC_Os05g12640.6	1-33
LOC_Os03g04960.3	66-458
LOC_Os03g04960.3	241-465
LOC_Os03g04960.3	416-490
LOC_Os03g04960.3	480-515
LOC_Os03g04960.3	487-522
LOC_Os03g04960.3	519-554
LOC_Os03g04960.3	551-580
LOC_Os03g04960.3	584-631
LOC_Os03g04960.3	544-645
LOC_Os03g04960.3	656-691
LOC_Os03g04960.3	570-704
LOC_Os03g04960.3	649-711
LOC_Os03g04960.3	708-737
LOC_Os03g04960.3	695-748
LOC_Os03g04960.3	750-794
LOC_Os03g04960.3	791-811
LOC_Os04g45160.2	35-67
LOC_Os04g45160.2	27-107
LOC_Os04g45160.2	70-120
LOC_Os04g45160.2	154-498
LOC_Os04g45160.2	577-594
LOC_Os03g04960.4	241-411
LOC_Os03g04960.4	416-454
LOC_Os03g04960.4	66-488
LOC_Os03g04960.4	451-492
LOC_Os03g04960.4	489-518
LOC_Os03g04960.4	485-559
LOC_Os03g04960.4	535-609
LOC_Os03g04960.4	560-634
LOC_Os03g04960.4	624-659
LOC_Os03g04960.4	631-666
LOC_Os03g04960.4	663-698
LOC_Os03g04960.4	695-724
LOC_Os03g04960.4	728-775
LOC_Os03g04960.4	688-789
LOC_Os03g04960.4	800-835
LOC_Os03g04960.4	714-848
LOC_Os03g04960.4	793-855
LOC_Os03g04960.4	852-881
LOC_Os03g04960.4	839-892
LOC_Os03g04960.4	894-938
LOC_Os03g04960.4	935-955
LOC_Os01g04570.1	27-68
LOC_Os01g04570.2	27-68
LOC_Os01g04570.2	7-273
LOC_Os01g04570.2	234-296
LOC_Os01g04570.2	348-422
LOC_Os01g04570.2	463-543
LOC_Os01g04570.2	610-750
LOC_Os02g37480.1	31-69
LOC_Os12g23520.1	10-33
LOC_Os12g23520.1	30-47
LOC_Os12g23520.1	52-87
LOC_Os12g23520.1	80-169
LOC_Os12g23520.1	204-236
LOC_Os12g23520.1	169-312
LOC_Os12g23520.1	381-407
LOC_Os12g23520.1	398-475
LOC_Os12g23520.1	373-507
LOC_Os12g23520.1	526-558
LOC_Os12g23520.1	509-571
LOC_Os12g23520.1	599-622
LOC_Os12g23520.1	492-626
LOC_Os06g04650.1	2-64
LOC_Os07g37560.3	3-32
LOC_Os05g29880.1	84-194
LOC_Os05g29880.1	261-320
LOC_Os05g29880.1	119-394
LOC_Os05g37170.2	5-127
LOC_Os05g37170.2	36-134
LOC_Os05g37170.2	141-239
LOC_Os05g29880.2	20-79
LOC_Os05g37170.3	82-243
LOC_Os03g31044.1	79-237
LOC_Os03g31044.1	317-343
LOC_Os03g31044.1	301-351
LOC_Os03g31044.1	407-430
LOC_Os03g31044.1	431-481
LOC_Os03g31044.1	84-497
LOC_Os03g31044.1	501-518
LOC_Os03g31044.1	527-577
LOC_Os03g31044.1	574-594
LOC_Os03g31044.1	601-672
LOC_Os03g31044.1	582-734
LOC_Os03g31044.1	783-809
LOC_Os03g31044.1	790-819
LOC_Os03g31044.1	829-846
LOC_Os03g31044.1	816-866
LOC_Os03g31044.1	882-917
LOC_Os03g31044.1	638-994
LOC_Os03g31044.1	1016-1147
LOC_Os03g31044.1	982-1182
LOC_Os03g31044.1	1163-1216
LOC_Os03g31044.1	1213-1248
LOC_Os03g31044.1	1276-1296
LOC_Os03g31044.1	1300-1329
LOC_Os03g31044.1	1330-1398
LOC_Os03g31044.1	1414-1461
LOC_Os03g31044.1	1540-1557
LOC_Os03g31044.1	1554-1574
LOC_Os03g31044.1	1603-1668
LOC_Os03g31044.1	1732-1818
LOC_Os03g31044.1	1831-1848
LOC_Os12g08760.1	50-79
LOC_Os05g37170.4	242-259
LOC_Os05g37170.4	13-264
LOC_Os05g37170.4	261-296
LOC_Os05g37170.4	321-374
LOC_Os05g37170.4	298-393
LOC_Os05g37170.4	381-479
LOC_Os05g37170.5	13-282
LOC_Os05g37170.5	236-289
LOC_Os05g37170.5	296-394
LOC_Os01g70710.1	83-133
LOC_Os01g70710.1	108-170
LOC_Os01g70710.1	157-255
LOC_Os05g46950.1	61-84
LOC_Os05g46950.1	161-190
LOC_Os01g70710.2	83-133
LOC_Os01g70710.2	108-170
LOC_Os01g70710.2	157-255
LOC_Os01g70710.2	367-399
LOC_Os01g70710.2	246-452
LOC_Os01g70710.2	449-520
LOC_Os01g70710.2	502-543
LOC_Os01g70710.2	555-617
LOC_Os01g70710.2	533-631
LOC_Os01g70710.2	559-708
LOC_Os01g70710.2	744-797
LOC_Os02g48110.1	64-81
LOC_Os07g15160.1	9-41
LOC_Os07g15160.1	26-61
LOC_Os07g15160.1	62-79
LOC_Os07g15160.1	69-152
LOC_Os07g15160.1	98-214
LOC_Os07g15160.1	156-221
LOC_Os07g15160.1	172-300
LOC_Os07g15160.1	218-334
LOC_Os07g15160.1	353-442
LOC_Os07g15160.1	282-452
LOC_Os07g15160.1	449-481
LOC_Os07g15160.1	487-513
LOC_Os07g15160.1	456-599
LOC_Os07g15160.1	634-657
LOC_Os07g15160.1	654-701
LOC_Os07g15160.1	759-779
LOC_Os02g39790.1	19-150
LOC_Os02g39790.1	15-194
LOC_Os02g39790.1	166-225
LOC_Os02g39790.1	233-391
LOC_Os02g39790.1	370-417
LOC_Os02g39790.1	312-425
LOC_Os02g39790.1	447-488
LOC_Os08g14640.1	254-361
LOC_Os08g14640.1	259-423
LOC_Os08g14640.1	420-440
LOC_Os07g15160.2	9-41
LOC_Os07g15160.2	26-61
LOC_Os07g15160.2	62-79
LOC_Os07g15160.2	69-152
LOC_Os07g15160.2	98-214
LOC_Os07g15160.2	156-221
LOC_Os07g15160.2	172-300
LOC_Os07g15160.2	218-334
LOC_Os07g15160.2	353-442
LOC_Os07g15160.2	282-452
LOC_Os07g15160.2	449-481
LOC_Os07g15160.2	487-513
LOC_Os07g15160.2	456-599
LOC_Os07g15160.2	634-657
LOC_Os07g15160.2	654-701
LOC_Os07g15160.2	759-779
LOC_Os12g33120.1	1-21
LOC_Os10g10798.1	116-151
LOC_Os10g10798.1	144-224
LOC_Os10g10798.1	221-241
LOC_Os10g10798.1	234-260
LOC_Os10g10798.1	52-306
LOC_Os10g10798.1	260-313
LOC_Os10g10798.1	389-424
LOC_Os10g10798.1	441-470
LOC_Os10g10798.1	340-537
LOC_Os10g10798.1	449-691
LOC_Os10g10798.1	702-806
LOC_Os10g10798.1	903-992
LOC_Os10g10798.1	868-1005
LOC_Os10g10798.1	884-1048
LOC_Os10g10798.1	1002-1091
LOC_Os10g10798.1	1098-1169
LOC_Os10g10798.1	1061-1267
LOC_Os10g10798.1	1185-1310
LOC_Os10g10798.1	1338-1430
LOC_Os10g10798.1	1042-1464
LOC_Os10g10798.1	1461-1481
LOC_Os10g10798.1	1590-1613
LOC_Os10g10798.1	1310-1672
LOC_Os10g10798.1	1627-1701
LOC_Os10g10798.1	1682-1723
LOC_Os10g10798.1	1698-1745
LOC_Os10g10798.1	1720-1782
LOC_Os10g10798.1	1779-1829
LOC_Os02g39790.2	17-148
LOC_Os02g39790.2	13-192
LOC_Os02g39790.2	164-223
LOC_Os02g39790.2	371-388
LOC_Os02g39790.2	231-395
LOC_Os02g39790.2	310-408
LOC_Os02g39790.2	416-439
LOC_Os02g39790.2	409-480
LOC_Os02g39790.2	420-506
LOC_Os02g39790.2	536-577
LOC_Os05g37170.8	21-38
LOC_Os05g37170.8	14-76
LOC_Os08g14640.2	254-361
LOC_Os08g14640.2	259-423
LOC_Os08g14640.2	420-440
LOC_Os11g43420.1	48-98
LOC_Os11g43420.1	116-133
LOC_Os11g43420.1	88-138
LOC_Os11g43420.1	135-158
LOC_Os11g43420.1	175-198
LOC_Os11g43420.1	191-220
LOC_Os11g43420.1	210-260
LOC_Os11g43420.1	241-264
LOC_Os11g43420.1	303-356
LOC_Os11g43420.1	347-376
LOC_Os02g56860.1	30-62
LOC_Os12g42900.1	2-88
LOC_Os12g42900.1	75-95
LOC_Os12g42900.1	120-140
LOC_Os12g42900.1	100-144
LOC_Os12g42900.1	141-425
LOC_Os12g42900.1	422-451
LOC_Os12g42900.1	539-622
LOC_Os12g42900.1	632-784
LOC_Os05g24550.1	15-176
LOC_Os05g24550.2	15-176
LOC_Os03g01940.1	8-25
LOC_Os03g01940.1	29-109
LOC_Os03g01940.1	39-143
LOC_Os03g01940.1	140-160
LOC_Os03g01940.1	179-226
LOC_Os03g01940.1	280-297
LOC_Os03g01940.1	307-396
LOC_Os03g01940.1	410-427
LOC_Os03g01940.1	446-523
LOC_Os03g01940.1	294-530
LOC_Os03g01940.1	487-540
LOC_Os03g01940.1	527-595
LOC_Os03g01940.1	576-617
LOC_Os03g01940.1	598-630
LOC_Os03g01940.1	623-652
LOC_Os03g01940.1	677-700
LOC_Os03g01940.1	649-711
LOC_Os03g01940.1	719-736
LOC_Os03g01940.1	723-746
LOC_Os03g01940.1	727-792
LOC_Os03g01940.1	814-873
LOC_Os03g01940.1	753-890
LOC_Os03g01940.1	874-897
LOC_Os03g01940.1	907-939
LOC_Os03g01940.1	962-982
LOC_Os03g01940.1	945-995
LOC_Os02g17390.1	59-175
LOC_Os05g24550.3	15-176
LOC_Os03g01940.2	8-25
LOC_Os03g01940.2	29-109
LOC_Os03g01940.2	39-143
LOC_Os03g01940.2	140-160
LOC_Os03g01940.2	179-226
LOC_Os03g01940.2	280-297
LOC_Os03g01940.2	307-396
LOC_Os03g01940.2	410-427
LOC_Os03g01940.2	446-523
LOC_Os03g01940.2	294-530
LOC_Os03g01940.2	487-540
LOC_Os03g01940.2	527-595
LOC_Os03g01940.2	576-617
LOC_Os03g01940.2	598-630
LOC_Os03g01940.2	623-652
LOC_Os03g01940.2	677-700
LOC_Os03g01940.2	649-711
LOC_Os03g01940.2	719-736
LOC_Os03g01940.2	723-746
LOC_Os03g01940.2	727-792
LOC_Os03g01940.2	814-873
LOC_Os03g01940.2	753-890
LOC_Os03g01940.2	874-897
LOC_Os03g01940.2	907-939
LOC_Os03g01940.2	962-982
LOC_Os03g01940.2	945-995
LOC_Os05g24550.4	19-180
LOC_Os03g24160.1	17-73
LOC_Os03g16870.1	159-206
LOC_Os03g16870.1	167-220
LOC_Os03g01940.3	8-34
LOC_Os03g01940.3	65-85
LOC_Os03g01940.3	104-151
LOC_Os03g01940.3	205-222
LOC_Os03g01940.3	254-277
LOC_Os03g01940.3	219-308
LOC_Os03g01940.3	327-404
LOC_Os03g01940.3	232-411
LOC_Os03g01940.3	368-421
LOC_Os03g01940.3	408-476
LOC_Os03g01940.3	457-498
LOC_Os03g01940.3	479-511
LOC_Os03g01940.3	504-533
LOC_Os03g01940.3	558-581
LOC_Os03g01940.3	530-592
LOC_Os03g01940.3	600-617
LOC_Os03g01940.3	604-627
LOC_Os03g01940.3	608-673
LOC_Os03g01940.3	695-754
LOC_Os03g01940.3	634-771
LOC_Os03g01940.3	755-778
LOC_Os03g01940.3	788-820
LOC_Os03g01940.3	843-863
LOC_Os03g01940.3	826-876
LOC_Os05g24550.5	24-83
LOC_Os05g24550.5	84-188
LOC_Os03g16870.2	159-206
LOC_Os03g16870.2	167-220
LOC_Os12g18360.1	14-55
LOC_Os12g18360.1	27-101
LOC_Os12g18360.1	98-145
LOC_Os12g18360.1	37-156
LOC_Os12g18360.1	193-225
LOC_Os12g18360.1	185-235
LOC_Os12g18360.1	138-248
LOC_Os05g24550.6	15-182
LOC_Os12g18360.2	14-55
LOC_Os12g18360.2	27-101
LOC_Os12g18360.2	98-145
LOC_Os12g18360.2	37-156
LOC_Os12g18360.2	193-225
LOC_Os12g18360.2	185-235
LOC_Os12g18360.2	138-248
LOC_Os09g25150.3	11-37
LOC_Os09g25150.3	50-199
LOC_Os09g25150.3	221-244
LOC_Os09g25150.3	279-371
LOC_Os09g25150.3	34-408
LOC_Os09g25150.3	368-433
LOC_Os09g25150.3	387-446
LOC_Os02g34460.2	10-93
LOC_Os05g02150.1	14-52
LOC_Os05g02150.1	59-142
LOC_Os03g49900.1	99-233
LOC_Os06g01630.1	25-48
LOC_Os06g01630.2	25-48
LOC_Os05g27304.1	41-67
LOC_Os05g27304.1	75-110
LOC_Os05g27304.1	92-148
LOC_Os05g27304.1	129-161
LOC_Os06g01630.3	48-182
LOC_Os06g01630.3	68-274
LOC_Os08g40280.1	18-71
LOC_Os08g40280.1	68-127
LOC_Os08g40280.1	162-209
LOC_Os08g40280.1	213-239
LOC_Os08g40280.1	252-302
LOC_Os08g40280.1	158-343
LOC_Os04g10434.1	386-634
LOC_Os04g10434.1	588-647
LOC_Os04g10434.1	649-687
LOC_Os04g10434.1	660-695
LOC_Os04g10434.1	671-727
LOC_Os04g10434.1	702-752
LOC_Os04g10434.1	838-891
LOC_Os07g49470.1	3-47
LOC_Os07g49470.1	26-139
LOC_Os07g49470.1	151-168
LOC_Os07g49470.1	141-179
LOC_Os07g49470.1	188-211
LOC_Os07g49470.1	184-219
LOC_Os07g49470.1	298-357
LOC_Os07g49470.1	314-361
LOC_Os07g49470.1	371-493
LOC_Os07g49470.1	460-504
LOC_Os06g01630.6	48-182
LOC_Os06g01630.6	124-192
LOC_Os06g01630.6	68-220
LOC_Os06g01630.6	236-307
LOC_Os06g01630.6	282-350
LOC_Os06g01630.6	376-393
LOC_Os06g01630.6	381-476
LOC_Os03g11540.1	51-68
LOC_Os06g42824.1	114-254
LOC_Os06g42824.1	291-368
LOC_Os06g42824.1	29-382
LOC_Os06g42824.1	406-456
LOC_Os06g42824.1	513-713
LOC_Os01g11150.1	18-41
LOC_Os04g59380.1	60-80
LOC_Os04g59380.1	64-126
LOC_Os04g59380.1	32-142
LOC_Os05g50190.1	101-292
LOC_Os05g50190.1	112-297
LOC_Os05g50190.1	117-302
LOC_Os01g19820.1	2-73
LOC_Os01g19820.1	98-121
LOC_Os01g19820.2	15-101
LOC_Os01g19820.2	40-129
LOC_Os01g19820.2	177-245
LOC_Os01g19820.3	2-73
LOC_Os01g19820.3	94-117
LOC_Os08g10590.1	59-154
LOC_Os11g38260.1	60-143
LOC_Os11g38260.1	145-171
LOC_Os11g38260.1	178-219
LOC_Os11g38260.1	2-229
LOC_Os11g38260.1	150-233
LOC_Os01g19820.4	22-111
LOC_Os01g19820.4	130-153
LOC_Os12g37740.1	118-255
LOC_Os12g37740.1	252-269
LOC_Os12g37740.1	286-303
LOC_Os04g41990.1	50-82
LOC_Os04g41990.1	210-233
LOC_Os03g60610.1	3-164
LOC_Os03g60610.1	201-233
LOC_Os03g60610.1	77-283
LOC_Os03g60610.1	294-311
LOC_Os03g60610.1	318-359
LOC_Os03g60610.1	157-366
LOC_Os03g60610.1	332-370
LOC_Os03g60610.1	360-401
LOC_Os03g60610.1	405-434
LOC_Os08g43620.1	7-174
LOC_Os03g60610.2	115-156
LOC_Os03g60610.2	193-225
LOC_Os03g60610.2	69-275
LOC_Os03g60610.2	286-303
LOC_Os03g60610.2	310-333
LOC_Os03g60610.2	149-358
LOC_Os03g60610.2	340-396
LOC_Os03g60610.2	380-403
LOC_Os03g60610.2	333-407
LOC_Os03g60610.2	397-438
LOC_Os03g60610.2	442-471
LOC_Os03g60610.3	115-156
LOC_Os03g60610.3	193-225
LOC_Os03g60610.3	69-275
LOC_Os03g60610.3	286-303
LOC_Os03g60610.3	149-355
LOC_Os03g60610.3	339-362
LOC_Os03g60610.3	310-366
LOC_Os03g60610.3	356-397
LOC_Os03g60610.3	401-430
LOC_Os08g42590.3	57-104
LOC_Os08g42590.3	83-112
LOC_Os08g42590.3	125-169
LOC_Os08g42590.3	64-237
LOC_Os08g42590.3	170-292
LOC_Os08g42590.3	159-308
LOC_Os08g42590.3	335-361
LOC_Os08g42590.3	301-396
LOC_Os08g42590.3	390-407
LOC_Os08g42590.3	400-441
LOC_Os08g42590.3	442-459
LOC_Os08g42590.3	404-463
LOC_Os03g21140.1	4-42
LOC_Os03g21140.1	74-151
LOC_Os03g21140.1	154-192
LOC_Os03g21140.1	87-236
LOC_Os03g13850.1	32-70
LOC_Os03g13850.1	212-334
LOC_Os03g13850.1	395-436
LOC_Os03g21140.2	6-23
LOC_Os03g21140.2	11-37
LOC_Os03g21140.2	16-54
LOC_Os03g21140.2	86-163
LOC_Os03g21140.2	166-204
LOC_Os03g21140.2	99-248
LOC_Os01g57082.1	2-334
LOC_Os01g57082.1	351-416
LOC_Os01g57082.1	356-427
LOC_Os01g57082.1	434-460
LOC_Os01g57082.1	534-590
LOC_Os01g57082.1	470-619
LOC_Os01g57082.1	732-752
LOC_Os01g57082.1	798-863
LOC_Os01g57082.1	674-877
LOC_Os01g57082.1	885-902
LOC_Os01g57082.1	890-940
LOC_Os01g57082.1	950-988
LOC_Os01g57082.1	999-1034
LOC_Os09g03630.1	139-180
LOC_Os09g37060.1	58-108
LOC_Os09g37060.1	2-136
LOC_Os09g37060.1	133-150
LOC_Os02g47400.1	67-105
LOC_Os02g47400.1	14-163
LOC_Os02g47400.1	21-185
LOC_Os08g13930.1	56-121
LOC_Os08g13930.1	52-390
LOC_Os08g13930.1	303-563
LOC_Os08g13930.1	440-649
LOC_Os02g47400.2	67-105
LOC_Os02g47400.2	14-163
LOC_Os02g47400.2	21-185
LOC_Os08g13930.2	83-238
LOC_Os08g13930.2	126-269
LOC_Os08g13930.2	371-418
LOC_Os03g53140.2	2-52
LOC_Os11g05556.2	13-210
LOC_Os03g07410.1	38-268
LOC_Os03g07410.1	186-272
LOC_Os07g46450.1	33-74
LOC_Os07g46450.1	37-198
LOC_Os07g46450.1	167-202
LOC_Os07g46450.1	177-212
LOC_Os07g46450.1	206-232
LOC_Os03g07410.3	56-286
LOC_Os03g07410.3	204-290
LOC_Os07g46450.2	18-77
LOC_Os07g46450.2	96-113
LOC_Os05g39800.1	29-112
LOC_Os07g46450.3	18-77
LOC_Os07g46450.3	96-113
LOC_Os10g41800.1	4-66
LOC_Os05g38770.1	242-283
LOC_Os06g45540.1	67-141
LOC_Os06g45540.1	77-145
LOC_Os06g45540.1	146-163
LOC_Os08g06460.1	10-108
LOC_Os08g06460.1	101-166
LOC_Os08g06460.1	172-201
LOC_Os08g06460.1	188-220
LOC_Os08g06460.1	93-224
LOC_Os08g06460.1	225-242
LOC_Os08g06460.1	221-337
LOC_Os08g06460.1	312-356
LOC_Os08g06460.2	7-105
LOC_Os08g06460.2	98-163
LOC_Os08g06460.2	169-198
LOC_Os08g06460.2	185-217
LOC_Os08g06460.2	90-221
LOC_Os08g06460.2	222-239
LOC_Os08g06460.2	218-334
LOC_Os08g06460.2	309-353
LOC_Os08g06460.2	214-393
LOC_Os08g06460.2	344-559
LOC_Os08g06460.2	366-563
LOC_Os08g06460.2	584-610
LOC_Os06g07100.1	208-231
LOC_Os06g07100.1	105-287
LOC_Os06g07100.2	208-231
LOC_Os06g07100.2	105-287
LOC_Os10g09970.1	24-44
LOC_Os03g55450.1	34-51
LOC_Os04g54930.1	61-123
LOC_Os04g54930.1	11-223
LOC_Os01g48800.1	95-133
LOC_Os01g47770.1	26-172
LOC_Os01g47770.1	166-258
LOC_Os01g47770.1	239-325
LOC_Os01g47770.1	252-332
LOC_Os12g42884.3	2-19
LOC_Os12g42884.3	24-47
LOC_Os12g42884.3	81-140
LOC_Os01g47770.2	26-172
LOC_Os01g47770.2	166-258
LOC_Os01g47770.2	239-325
LOC_Os01g47770.2	252-332
LOC_Os01g47770.2	322-393
LOC_Os01g47770.2	390-419
LOC_Os03g17010.2	242-487
LOC_Os03g17010.3	242-487
LOC_Os08g01130.1	25-63
LOC_Os08g01130.1	11-88
LOC_Os06g31890.1	2-73
LOC_Os06g47850.1	15-44
LOC_Os06g47850.1	60-86
LOC_Os06g47850.1	55-96
LOC_Os06g47850.1	41-136
LOC_Os06g47850.1	114-170
LOC_Os06g47850.1	171-191
LOC_Os06g47850.1	167-259
LOC_Os06g47850.1	234-284
LOC_Os06g47850.1	226-312
LOC_Os06g47850.1	294-332
LOC_Os06g47850.1	349-375
LOC_Os06g47850.1	329-424
LOC_Os06g47850.1	402-446
LOC_Os06g47850.1	443-460
LOC_Os06g47850.1	461-502
LOC_Os06g47850.1	430-516
LOC_Os06g47850.1	509-580
LOC_Os06g47850.1	468-584
LOC_Os06g47850.1	520-606
LOC_Os06g47850.1	617-646
LOC_Os06g47850.1	606-662
LOC_Os03g25760.1	14-79
LOC_Os03g25760.1	63-86
LOC_Os03g25760.1	121-138
LOC_Os01g10440.1	8-169
LOC_Os01g10440.1	124-225
LOC_Os01g10440.1	177-248
LOC_Os01g10440.1	197-286
LOC_Os01g10440.1	279-344
LOC_Os01g10440.1	299-376
LOC_Os01g10440.1	283-429
LOC_Os01g10440.1	451-468
LOC_Os01g10440.1	518-538
LOC_Os01g10440.1	426-548
LOC_Os01g10440.1	508-567
LOC_Os01g25370.1	27-80
LOC_Os01g25370.1	11-106
LOC_Os01g25370.2	27-80
LOC_Os01g25370.2	11-106
LOC_Os03g42830.1	5-22
LOC_Os03g42830.1	28-123
LOC_Os03g42830.1	101-127
LOC_Os03g42830.1	120-143
LOC_Os03g42830.1	124-165
LOC_Os01g25370.3	27-80
LOC_Os01g25370.3	11-106
LOC_Os09g32610.1	6-38
LOC_Os09g32610.1	17-100
LOC_Os09g32610.1	87-116
LOC_Os06g10520.1	52-159
LOC_Os03g57760.1	100-174
LOC_Os03g57760.1	184-225
LOC_Os03g57760.1	171-263
LOC_Os03g57760.1	257-289
LOC_Os03g57760.1	264-296
LOC_Os03g57760.1	300-326
LOC_Os03g57760.1	229-378
LOC_Os03g57760.2	127-177
LOC_Os01g58400.1	55-165
LOC_Os01g51634.1	69-329
LOC_Os08g42910.1	42-119
LOC_Os01g58400.2	55-165
LOC_Os08g41880.1	29-49
LOC_Os08g41880.1	1-63
LOC_Os03g18290.1	9-44
LOC_Os03g18290.1	60-77
LOC_Os03g18290.1	14-103
LOC_Os04g17770.1	21-41
LOC_Os02g02450.1	2-19
LOC_Os02g02450.1	39-74
LOC_Os02g02450.1	35-91
LOC_Os02g02450.1	16-114
LOC_Os08g03440.1	174-284
LOC_Os09g17850.1	45-83
LOC_Os06g19010.1	5-55
LOC_Os06g19010.1	52-75
LOC_Os08g35440.1	57-80
LOC_Os04g51910.1	7-84
LOC_Os04g51910.1	230-259
LOC_Os04g51910.1	121-336
LOC_Os06g12830.1	23-40
LOC_Os06g12830.1	19-258
LOC_Os06g12830.1	147-293
LOC_Os06g12830.1	298-321
LOC_Os06g12830.1	294-404
LOC_Os10g30280.1	25-153
LOC_Os10g30280.1	96-164
LOC_Os10g30280.1	166-186
LOC_Os10g30280.1	74-217
LOC_Os10g30280.1	183-227
LOC_Os10g30280.1	251-295
LOC_Os10g30280.1	214-336
LOC_Os06g35050.1	18-35
LOC_Os06g35050.1	28-135
LOC_Os10g38950.1	5-25
LOC_Os10g38950.1	22-153
LOC_Os10g38950.1	26-190
LOC_Os01g69904.1	4-21
LOC_Os01g59680.1	25-159
LOC_Os12g07160.1	24-77
LOC_Os12g07160.1	77-100
LOC_Os12g07160.1	90-143
LOC_Os12g07160.1	140-163
LOC_Os12g07160.1	97-198
LOC_Os12g07160.1	226-303
LOC_Os12g07160.1	285-332
LOC_Os12g07160.2	9-62
LOC_Os12g07160.2	20-103
LOC_Os12g07160.2	100-123
LOC_Os12g07160.2	75-158
LOC_Os12g07160.2	186-263
LOC_Os12g07160.2	245-292
LOC_Os12g39160.1	54-71
LOC_Os01g37280.1	13-66
LOC_Os01g37280.1	42-83
LOC_Os01g37280.1	29-217
LOC_Os01g37280.1	227-298
LOC_Os03g62030.1	164-283
LOC_Os03g62030.1	3-296
LOC_Os01g37280.2	12-53
LOC_Os01g37280.2	50-187
LOC_Os01g37280.2	197-268
LOC_Os03g62030.2	161-280
LOC_Os03g62030.2	184-285
LOC_Os03g62030.2	3-341
LOC_Os03g62030.2	415-435
LOC_Os03g62030.2	474-509
LOC_Os03g62030.2	510-527
LOC_Os03g62030.2	314-535
LOC_Os01g37280.3	12-53
LOC_Os01g37280.3	50-187
LOC_Os01g37280.3	197-268
LOC_Os01g37280.4	12-53
LOC_Os01g37280.4	139-168
LOC_Os01g37280.4	57-191
LOC_Os01g37280.4	201-272
LOC_Os08g45040.3	14-55
LOC_Os03g62030.4	18-137
LOC_Os03g62030.4	41-160
LOC_Os03g62030.4	25-186
LOC_Os03g62030.4	168-215
LOC_Os03g62030.4	289-309
LOC_Os03g62030.4	348-383
LOC_Os03g62030.4	384-401
LOC_Os03g62030.4	188-409
LOC_Os01g54350.1	54-137
LOC_Os01g54350.1	83-421
LOC_Os01g54350.1	327-479
LOC_Os01g54350.1	106-507
